+8.09851e+08ns 0
+8.24193e+08ns 0
+8.26583e+08ns 0
+8.28974e+08ns 3
+8.28974e+08ns 0
+8.31364e+08ns 3
+8.31364e+08ns 0
+8.33755e+08ns 3
+8.33755e+08ns 0
+8.55268e+08ns 0
+8.83953e+08ns 3
+8.83953e+08ns 0
+9.07857e+08ns 0
+1.0154e+09ns 3
+1.01625e+09ns 0
+1.01779e+09ns 3
+1.06002e+09ns 3
+1.06084e+09ns 0
+1.06241e+09ns 3
+1.06323e+09ns 0
+1.06562e+09ns 0
+1.06719e+09ns 3
+1.06801e+09ns 0
+1.06958e+09ns 3
+1.0704e+09ns 0
+1.09274e+09ns 3
+2.558e+09ns 0
+2.55959e+09ns 3
+2.56039e+09ns 0
+2.56199e+09ns 3
+2.57234e+09ns 0
+2.57712e+09ns 0
+2.57795e+09ns 3
+2.58034e+09ns 3
+2.58114e+09ns 0
+2.58273e+09ns 3
+2.58751e+09ns 3
+2.59306e+09ns 3
+2.59545e+09ns 0
+2.59864e+09ns 3
+2.60188e+09ns 0
+2.61696e+09ns 3
+2.61776e+09ns 0
+2.62177e+09ns 3
+2.62254e+09ns 0
+2.62493e+09ns 0
+2.62735e+09ns 0
+2.62895e+09ns 3
+2.63213e+09ns 0
+2.63452e+09ns 0
+2.64645e+09ns 3
+2.64807e+09ns 0
+2.66876e+09ns 3
+9.22565e+09ns 3
+9.22642e+09ns 0
+9.22881e+09ns 0
+9.22884e+09ns 3
+9.23123e+09ns 3
+1.09308e+10ns 3
+1.09316e+10ns 0
+1.09459e+10ns 0
+1.09499e+10ns 3
+1.09523e+10ns 3
+1.09969e+10ns 3
+1.09993e+10ns 0
+1.10001e+10ns 3
+1.10025e+10ns 3
+1.10081e+10ns 3
+1.10089e+10ns 0
+1.20639e+10ns 2
+1.20663e+10ns 2
+1.20782e+10ns 2
+1.20806e+10ns 2
+1.20854e+10ns 2
+1.20926e+10ns 2
+1.2126e+10ns 2
+1.21284e+10ns 2
+1.21332e+10ns 2
+1.21356e+10ns 2
+1.21571e+10ns 2
+1.21643e+10ns 2
+1.21738e+10ns 2
+1.21834e+10ns 2
+1.21858e+10ns 2
+1.21906e+10ns 2
+1.21977e+10ns 2
+1.22073e+10ns 2
+1.22145e+10ns 2
+1.2236e+10ns 2
+1.22408e+10ns 2
+1.22456e+10ns 2
+1.22503e+10ns 2
+1.22527e+10ns 2
+1.22551e+10ns 2
+1.22647e+10ns 2
+1.22695e+10ns 2
+1.22718e+10ns 2
+1.22814e+10ns 2
+1.22862e+10ns 2
+1.22934e+10ns 2
+1.23053e+10ns 2
+1.23316e+10ns 2
+1.2334e+10ns 2
+1.23388e+10ns 2
+1.23412e+10ns 2
+1.23436e+10ns 2
+1.23627e+10ns 2
+1.23675e+10ns 2
+1.23794e+10ns 2
+1.23818e+10ns 2
+1.2389e+10ns 2
+1.23914e+10ns 2
+1.23938e+10ns 2
+1.24296e+10ns 2
+1.24535e+10ns 2
+1.24559e+10ns 2
+1.24631e+10ns 2
+1.24679e+10ns 2
+1.24703e+10ns 2
+1.2475e+10ns 2
+1.24822e+10ns 2
+1.24894e+10ns 2
+1.24942e+10ns 2
+1.24965e+10ns 2
+1.24989e+10ns 2
+1.25013e+10ns 2
