0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 14 0 0 2 8 0 7 2 8 7
0 47 0 0 7 12 0 24 7 12 23
0 67 0 0 17 24 0 34 17 24 33
0 89 0 0 25 35 0 45 25 35 44
0 94 0 0 36 49 0 45 36 49 49
0 98 0 0 54 52 0 49 54 52 49
0 91 0 0 52 60 0 43 52 60 48
0 61 0 0 55 67 0 27 55 67 34
0 43 0 0 51 70 0 25 51 70 18
0 52 0 0 65 58 0 24 65 58 28
0 62 0 0 70 53 0 33 70 53 29
0 64 0 0 62 63 0 30 62 63 34
0 58 0 0 72 64 0 30 72 64 28
0 64 0 0 65 72 0 31 65 72 33
0 69 0 0 61 72 0 35 61 72 34
0 70 0 0 67 71 0 37 67 71 33
0 71 0 0 72 76 0 34 72 76 37
0 71 0 0 82 70 0 37 82 70 34
0 66 0 0 89 75 0 31 89 75 35
0 68 0 0 88 81 0 35 88 81 33
0 86 0 0 75 79 0 43 75 79 43
0 86 0 0 65 83 0 42 65 83 44
0 75 0 0 69 77 0 39 69 77 36
0 52 0 0 78 95 0 25 78 95 27
0 57 0 0 89 79 0 29 89 79 28
0 45 0 0 87 82 0 24 87 82 21
0 34 0 0 98 87 0 18 98 87 16
0 36 0 0 106 82 0 19 106 82 17
0 45 0 0 92 90 0 22 92 90 23
0 40 0 0 96 98 0 21 96 98 19
0 47 0 0 92 101 0 24 92 101 23
0 40 0 0 102 98 0 21 102 98 19
0 41 0 0 107 100 0 20 107 100 21
0 57 0 0 99 95 0 30 99 95 27
0 55 0 0 103 100 0 27 103 100 28
0 41 0 0 114 106 0 22 114 106 19
0 61 0 0 100 106 0 30 100 106 31
0 64 0 0 99 106 0 33 99 106 31
0 61 0 0 108 102 0 30 108 102 31
0 66 0 0 109 105 0 34 109 105 32
0 59 0 0 120 100 0 28 120 100 31
0 61 0 0 115 110 0 31 115 110 30
0 60 0 0 117 115 0 29 117 115 31
0 59 0 0 125 111 0 31 125 111 28
0 61 0 0 112 122 0 31 112 122 30
0 49 0 0 126 127 0 23 126 127 26
0 58 0 0 123 127 0 30 123 127 28
0 61 0 0 123 125 0 28 123 125 33
0 57 0 0 126 130 0 30 126 130 27
0 59 0 0 127 131 0 27 127 131 32
0 66 0 0 127 127 0 35 127 127 31
0 68 0 0 125 128 0 33 125 128 35
0 66 0 0 130 128 0 34 130 128 32
0 63 0 0 131 133 0 32 131 133 31
0 75 0 0 131 124 0 36 131 124 39
0 71 0 0 126 134 0 38 126 134 33
0 65 0 0 134 137 0 30 134 137 35
0 69 0 0 130 142 0 36 130 142 33
0 67 0 0 137 138 0 34 137 138 33
0 72 0 0 139 135 0 36 139 135 36
0 65 0 0 145 138 0 34 145 138 31
0 61 0 0 145 147 0 28 145 147 33
0 66 0 0 141 151 0 36 141 151 30
0 71 0 0 140 147 0 33 140 147 38
0 67 0 0 146 151 0 35 146 151 32
0 62 0 0 142 161 0 32 142 161 30
0 57 0 0 151 160 0 28 151 160 29
0 58 0 0 158 159 0 30 158 159 28
0 60 0 0 161 161 0 28 161 161 32
0 67 0 0 159 161 0 36 159 161 31
0 66 0 0 178 152 0 31 178 152 35
0 66 0 0 179 156 0 35 179 156 31
0 57 0 0 180 168 0 27 180 168 30
0 59 0 0 179 184 0 31 179 184 28
0 66 0 0 180 185 0 33 180 185 33
0 73 0 0 179 191 0 35 179 191 38
0 68 0 0 186 199 0 36 186 199 32
0 62 0 0 196 202 0 29 196 202 33
0 67 0 0 208 202 0 35 208 202 32
0 72 0 0 203 213 0 35 203 213 37
0 75 0 0 213 210 0 37 213 210 38
0 74 0 0 229 212 0 39 229 212 35
0 76 0 0 224 221 0 36 224 221 40
0 71 0 0 237 233 0 37 237 233 34
0 74 0 0 237 245 0 36 237 245 38
0 82 0 0 242 246 0 40 242 246 42
0 77 0 0 258 250 0 40 258 250 37
0 91 0 0 254 254 0 44 254 254 47
0 83 0 0 262 264 0 42 262 264 41
0 84 0 0 268 274 0 42 268 274 42
0 83 0 0 280 283 0 41 280 283 42
0 61 0 0 288 293 0 32 288 293 29
0 29 0 0 295 306 0 13 295 306 16
0 43 0 0 305 301 0 23 305 301 20
0 46 0 0 311 309 0 21 311 309 25
0 49 0 0 322 314 0 26 322 314 23
0 46 0 0 329 328 0 22 329 328 24
0 57 0 0 334 330 0 30 334 330 27
0 62 0 0 343 335 0 30 343 335 32
0 59 0 0 348 347 0 30 348 347 29
0 63 0 0 361 349 0 31 361 349 32
0 60 0 0 360 370 0 29 360 370 31
0 68 0 0 368 377 0 35 368 377 33
0 71 0 0 380 383 0 34 380 383 37
0 76 0 0 394 380 0 39 394 380 37
0 83 0 0 401 383 0 43 401 383 40
0 66 0 0 415 389 0 33 415 389 33
0 64 0 0 424 401 0 34 424 401 30
0 57 0 0 424 408 0 28 424 408 29
0 30 0 0 434 422 0 15 434 422 15
0 20 0 0 446 437 0 11 446 437 9
0 31 0 0 457 445 0 18 457 445 13
0 39 0 0 465 451 0 20 465 451 19
0 28 0 0 474 467 0 14 474 467 14
0 45 0 0 471 480 0 22 471 480 23
0 38 0 0 477 496 0 19 477 496 19
0 31 0 0 497 498 0 14 497 498 17
0 31 0 0 512 499 0 15 512 499 16
0 24 0 0 534 499 0 11 534 499 13
0 34 0 0 543 499 0 17 543 499 17
0 44 0 0 549 500 0 22 549 500 22
0 40 0 0 559 500 0 20 559 500 20
0 43 0 0 576 498 0 22 576 498 21
0 49 0 0 587 500 0 25 587 500 24
0 51 0 0 594 499 0 25 594 499 26
0 47 0 0 600 500 0 25 600 500 22
0 37 0 0 612 500 0 18 612 500 19
0 41 0 0 630 499 0 22 630 499 19
0 44 0 0 642 499 0 21 642 499 23
0 45 0 0 655 500 0 23 655 500 22
0 39 0 0 672 500 0 19 672 500 20
0 54 0 0 677 499 0 28 677 499 26
0 52 0 0 684 500 0 25 684 500 27
0 53 0 0 698 498 0 27 698 498 26
0 55 0 0 709 496 0 26 709 496 29
0 45 0 0 727 490 0 24 727 490 21
0 48 0 0 736 458 0 23 736 458 25
0 46 0 0 751 422 0 24 751 422 22
0 45 0 0 767 394 0 22 767 394 23
0 44 0 0 778 370 0 23 778 370 21
0 51 0 0 796 356 0 25 796 356 26
0 52 0 0 806 361 0 27 806 361 25
0 60 0 0 814 360 0 29 814 360 31
0 53 0 0 829 359 0 27 829 359 26
0 60 0 0 839 356 0 30 839 356 30
0 51 0 0 843 368 0 25 843 368 26
0 44 0 0 850 378 0 23 850 378 21
0 54 0 0 856 368 0 26 856 368 28
0 54 0 0 870 359 0 28 870 359 26
0 48 0 0 879 369 0 23 879 369 25
0 52 0 0 889 362 0 27 889 362 25
0 48 0 0 906 360 0 23 906 360 25
0 51 0 0 909 369 0 27 909 369 24
0 49 0 0 920 382 0 24 920 382 25
0 47 0 0 943 387 0 25 943 387 22
0 52 0 0 955 394 0 25 955 394 27
0 56 0 0 973 389 0 29 973 389 27
0 56 0 0 986 370 0 28 986 370 28
0 50 0 0 999 359 0 25 999 359 25
0 44 0 0 1000 362 0 21 1000 362 23
0 41 0 0 1000 347 0 21 1000 347 20
0 59 0 0 1000 327 0 30 1000 327 29
0 58 0 0 999 316 0 30 999 316 28
0 66 0 0 998 307 0 34 998 307 32
0 60 0 0 999 301 0 30 999 301 30
0 64 0 0 998 296 0 32 998 296 32
0 73 0 0 998 294 0 35 998 294 38
0 64 0 0 999 294 0 32 999 294 32
0 70 0 0 998 287 0 35 998 287 35
0 75 0 0 1000 288 0 37 1000 288 38
0 82 0 0 998 277 0 41 998 277 41
0 73 0 0 998 292 0 35 998 292 38
0 69 0 0 996 273 0 35 996 273 34
0 62 0 0 998 242 0 28 998 242 34
0 31 0 0 998 209 0 13 998 209 18
0 37 0 0 999 168 0 18 999 168 19
0 39 0 0 999 136 0 18 999 136 21
0 39 0 0 1000 98 0 19 1000 98 20
0 40 0 0 998 66 0 18 998 66 22
0 38 0 0 998 38 0 18 998 38 20
0 49 0 0 999 3 0 23 999 3 26
0 25 0 0 996 0 0 11 996 0 14
0 29 0 0 988 0 0 15 988 0 14
0 44 0 0 975 0 0 22 975 0 22
0 41 0 0 940 1 0 20 940 1 21
0 41 0 0 897 0 0 20 897 0 21
0 46 0 0 851 0 0 23 851 0 23
0 42 0 0 814 3 0 20 814 3 22
0 39 0 0 781 1 0 19 781 1 20
0 47 0 0 754 0 0 23 754 0 24
0 55 0 0 719 9 0 27 719 9 28
0 58 0 0 729 21 0 29 729 21 29
0 69 0 0 725 29 0 34 725 29 35
0 74 0 0 720 41 0 37 720 41 37
0 61 0 0 720 62 0 31 720 62 30
0 65 0 0 719 79 0 32 719 79 33
0 77 0 0 715 89 0 39 715 89 38
0 62 0 0 724 106 0 31 724 106 31
0 61 0 0 727 122 0 30 727 122 31
0 78 0 0 722 129 0 39 722 129 39
0 83 0 0 713 136 0 41 713 136 42
0 64 0 0 721 153 0 32 721 153 32
0 69 0 0 720 166 0 35 720 166 34
0 57 0 0 721 171 0 28 721 171 29
0 34 0 0 723 182 0 17 723 182 17
0 18 0 0 731 193 0 9 731 193 9
0 33 0 0 713 211 0 17 713 211 16
0 36 0 0 719 221 0 18 719 221 18
0 28 0 0 730 190 0 14 730 190 14
0 30 0 0 727 167 0 15 727 167 15
0 33 0 0 726 160 0 17 726 160 16
0 44 0 0 733 144 0 22 733 144 22
0 44 0 0 733 149 0 21 733 149 23
0 57 0 0 723 147 0 28 723 147 29
0 56 0 0 724 151 0 28 724 151 28
0 54 0 0 734 156 0 27 734 156 27
0 65 0 0 742 151 0 33 742 151 32
0 55 0 0 758 158 0 27 758 158 28
0 62 0 0 769 158 0 31 769 158 31
0 60 0 0 779 169 0 28 779 169 32
0 62 0 0 790 164 0 32 790 164 30
0 70 0 0 794 170 0 33 794 170 37
0 71 0 0 800 170 0 36 800 170 35
0 80 0 0 811 162 0 40 811 162 40
0 74 0 0 824 163 0 36 824 163 38
0 77 0 0 833 171 0 38 833 171 39
0 78 0 0 837 173 0 37 837 173 41
0 78 0 0 817 177 0 39 817 177 39
0 68 0 0 819 189 0 35 819 189 33
0 70 0 0 822 178 0 33 822 178 37
0 80 0 0 799 178 0 41 799 178 39
0 67 0 0 788 193 0 32 788 193 35
0 79 0 0 780 195 0 42 780 195 37
0 72 0 0 775 199 0 36 775 199 36
0 67 0 0 773 199 0 32 773 199 35
0 70 0 0 769 196 0 36 769 196 34
0 81 0 0 751 198 0 38 751 198 43
0 80 0 0 751 204 0 41 751 204 39
0 76 0 0 762 200 0 40 762 200 36
0 60 0 0 773 206 0 28 773 206 32
0 49 0 0 782 214 0 25 782 214 24
0 41 0 0 778 214 0 19 778 214 22
0 31 0 0 795 208 0 16 795 208 15
0 33 0 0 798 220 0 15 798 220 18
0 37 0 0 812 216 0 19 812 216 18
0 30 0 0 821 226 0 13 821 226 17
0 32 0 0 836 227 0 16 836 227 16
0 47 0 0 840 218 0 22 840 218 25
0 48 0 0 848 225 0 24 848 225 24
0 42 0 0 858 227 0 20 858 227 22
0 52 0 0 873 218 0 27 873 218 25
0 50 0 0 887 218 0 23 887 218 27
0 47 0 0 898 230 0 25 898 230 22
0 59 0 0 913 223 0 29 913 223 30
0 55 0 0 910 221 0 28 910 221 27
0 47 0 0 881 235 0 23 881 235 24
0 56 0 0 843 239 0 29 843 239 27
0 66 0 0 811 228 0 32 811 228 34
0 67 0 0 775 229 0 33 775 229 34
0 74 0 0 736 231 0 37 736 231 37
0 63 0 0 707 236 0 31 707 236 32
0 60 0 0 680 231 0 30 680 231 30
0 69 0 0 646 235 0 35 646 235 34
0 85 0 0 637 227 0 43 637 227 42
0 71 0 0 649 229 0 35 649 229 36
0 59 0 0 656 237 0 28 656 237 31
0 62 0 0 649 242 0 30 649 242 32
0 70 0 0 648 237 0 35 648 237 35
0 76 0 0 646 233 0 36 646 233 40
0 64 0 0 649 245 0 33 649 245 31
0 79 0 0 646 231 0 39 646 231 40
0 64 0 0 654 240 0 32 654 240 32
0 69 0 0 653 235 0 33 653 235 36
0 72 0 0 652 234 0 35 652 234 37
0 71 0 0 653 234 0 37 653 234 34
0 65 0 0 656 236 0 32 656 236 33
0 68 0 0 645 246 0 35 645 246 33
0 67 0 0 656 235 0 33 656 235 34
0 75 0 0 643 238 0 37 643 238 38
0 81 0 0 643 232 0 41 643 232 40
0 71 0 0 652 235 0 35 652 235 36
0 71 0 0 651 236 0 37 651 236 34
0 64 0 0 651 243 0 32 651 243 32
0 75 0 0 638 245 0 38 638 245 37
0 74 0 0 641 244 0 37 641 244 37
0 84 0 0 642 234 0 41 642 234 43
0 82 0 0 647 237 0 42 647 237 40
0 77 0 0 658 234 0 38 658 234 39
0 73 0 0 665 240 0 36 665 240 37
0 83 0 0 675 236 0 42 675 236 41
0 74 0 0 686 242 0 36 686 242 38
0 75 0 0 690 246 0 38 690 246 37
0 84 0 0 687 241 0 40 687 241 44
0 82 0 0 697 228 0 40 697 228 42
0 76 0 0 701 235 0 39 701 235 37
0 73 0 0 698 247 0 35 698 247 38
0 47 0 0 704 249 0 22 704 249 25
0 28 0 0 717 242 0 14 717 242 14
0 37 0 0 721 238 0 19 721 238 18
0 40 0 0 726 240 0 20 726 240 20
0 28 0 0 743 239 0 14 743 239 14
0 38 0 0 733 241 0 19 733 241 19
0 51 0 0 720 246 0 26 720 246 25
0 51 0 0 721 249 0 25 721 249 26
0 49 0 0 725 248 0 24 725 248 25
0 54 0 0 737 246 0 27 737 246 27
0 58 0 0 738 250 0 29 738 250 29
0 62 0 0 744 248 0 31 744 248 31
0 67 0 0 730 239 0 32 730 239 35
0 66 0 0 735 244 0 33 735 244 33
0 66 0 0 736 246 0 33 736 246 33
0 66 0 0 737 250 0 32 737 250 34
0 68 0 0 737 251 0 35 737 251 33
0 63 0 0 745 253 0 30 745 253 33
0 67 0 0 750 250 0 34 750 250 33
0 76 0 0 743 252 0 37 743 252 39
