+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +1.33862e+06ns +0ns +0ns +0ns +0ns +0ns
+0ns +5.16804e+07ns +0ns +0ns +0ns +4.11149e+06ns +0ns
+0ns +1.07839e+08ns +0ns +0ns +1.47647e+07ns +3.28919e+07ns +0ns
+0ns +1.4254e+08ns +0ns +0ns +4.6812e+07ns +8.11541e+07ns +0ns
+0ns +1.47551e+08ns +0ns +0ns +1.03265e+08ns +1.48755e+08ns +0ns
+0ns +1.47583e+08ns +0ns +0ns +1.7426e+08ns +1.60348e+08ns +0ns
+0ns +1.51543e+08ns +0ns +0ns +1.56205e+08ns +1.93144e+08ns +0ns
+0ns +9.72096e+07ns +0ns +0ns +1.68722e+08ns +2.34363e+08ns +0ns
+0ns +6.71543e+07ns +0ns +0ns +1.44667e+08ns +2.50992e+08ns +0ns
+0ns +8.36959e+07ns +0ns +0ns +1.94738e+08ns +1.99646e+08ns +0ns
+0ns +9.92972e+07ns +0ns +0ns +2.19757e+08ns +1.56675e+08ns +0ns
+0ns +1.0556e+08ns +0ns +0ns +2.06993e+08ns +1.78204e+08ns +0ns
+0ns +9.24288e+07ns +0ns +0ns +2.48984e+08ns +1.87662e+08ns +0ns
+0ns +1.0352e+08ns +0ns +0ns +1.9681e+08ns +2.33494e+08ns +0ns
+0ns +1.16006e+08ns +0ns +0ns +1.66714e+08ns +2.35789e+08ns +0ns
+0ns +1.18245e+08ns +0ns +0ns +1.84714e+08ns +2.41566e+08ns +0ns
+0ns +1.1258e+08ns +0ns +0ns +1.99073e+08ns +2.53733e+08ns +0ns
+0ns +1.11448e+08ns +0ns +0ns +2.65271e+08ns +2.13064e+08ns +0ns
+0ns +9.4134e+07ns +0ns +0ns +3.24792e+08ns +2.3665e+08ns +0ns
+0ns +9.48192e+07ns +0ns +0ns +3.42879e+08ns +2.45255e+08ns +0ns
+0ns +1.39791e+08ns +0ns +0ns +2.61749e+08ns +2.63119e+08ns +0ns
+0ns +1.56922e+08ns +0ns +0ns +1.76093e+08ns +2.83717e+08ns +0ns
+0ns +1.44022e+08ns +0ns +0ns +1.69336e+08ns +2.38666e+08ns +0ns
+0ns +7.66522e+07ns +0ns +0ns +2.10068e+08ns +3.30035e+08ns +0ns
+0ns +8.94727e+07ns +0ns +0ns +2.83661e+08ns +2.37311e+08ns +0ns
+0ns +7.42219e+07ns +0ns +0ns +2.85605e+08ns +2.69844e+08ns +0ns
+0ns +5.01187e+07ns +0ns +0ns +3.54512e+08ns +2.45398e+08ns +0ns
+0ns +5.39274e+07ns +0ns +0ns +4.07946e+08ns +2.41096e+08ns +0ns
+0ns +7.38634e+07ns +0ns +0ns +3.25477e+08ns +2.74657e+08ns +0ns
+0ns +5.99194e+07ns +0ns +0ns +3.57221e+08ns +3.05318e+08ns +0ns
+0ns +7.22777e+07ns +0ns +0ns +2.61701e+08ns +3.42831e+08ns +0ns
+0ns +5.96006e+07ns +0ns +0ns +3.29971e+08ns +3.33429e+08ns +0ns
+0ns +5.71704e+07ns +0ns +0ns +3.81954e+08ns +3.41827e+08ns +0ns
+0ns +8.90185e+07ns +0ns +0ns +3.36831e+08ns +2.94457e+08ns +0ns
+0ns +9.20304e+07ns +0ns +0ns +3.59468e+08ns +3.09158e+08ns +0ns
+0ns +5.74971e+07ns +0ns +0ns +4.16934e+08ns +3.30242e+08ns +0ns
+0ns +9.67236e+07ns +0ns +0ns +3.30672e+08ns +3.42911e+08ns +0ns
+0ns +1.14739e+08ns +0ns +0ns +3.02911e+08ns +3.42911e+08ns +0ns
+0ns +1.0207e+08ns +0ns +0ns +3.18401e+08ns +3.07214e+08ns +0ns
+0ns +1.09385e+08ns +0ns +0ns +3.22218e+08ns +3.02864e+08ns +0ns
+0ns +9.87235e+07ns +0ns +0ns +4.2071e+08ns +2.70912e+08ns +0ns
+0ns +9.23491e+07ns +0ns +0ns +3.9585e+08ns +2.98003e+08ns +0ns
+0ns +9.22694e+07ns +0ns +0ns +4.18583e+08ns +3.28959e+08ns +0ns
+0ns +9.40224e+07ns +0ns +0ns +4.49196e+08ns +3.21939e+08ns +0ns
+0ns +9.62375e+07ns +0ns +0ns +3.75707e+08ns +3.64536e+08ns +0ns
+0ns +6.63734e+07ns +0ns +0ns +4.44758e+08ns +4.20965e+08ns +0ns
+0ns +8.41102e+07ns +0ns +0ns +3.78305e+08ns +4.63467e+08ns +0ns
+0ns +9.42933e+07ns +0ns +0ns +4.30248e+08ns +4.66128e+08ns +0ns
+0ns +8.08433e+07ns +0ns +0ns +4.44758e+08ns +4.5059e+08ns +0ns
+0ns +8.65006e+07ns +0ns +0ns +4.22989e+08ns +4.65538e+08ns +0ns
+0ns +1.03074e+08ns +0ns +0ns +4.10846e+08ns +4.55371e+08ns +0ns
+0ns +1.08907e+08ns +0ns +0ns +3.99396e+08ns +4.32439e+08ns +0ns
+0ns +1.04652e+08ns +0ns +0ns +4.08121e+08ns +4.08982e+08ns +0ns
+0ns +9.73849e+07ns +0ns +0ns +4.17523e+08ns +4.26017e+08ns +0ns
+0ns +1.22508e+08ns +0ns +0ns +4.2483e+08ns +3.67548e+08ns +0ns
+0ns +1.25592e+08ns +0ns +0ns +3.75484e+08ns +4.24949e+08ns +0ns
