0.250 0.250
0.450 0.250
0.450 0.450
0.579 0.346
0.490 0.481
0.436 0.368
0.450 0.481
0.481 0.471
0.471 0.450
0.471 0.471
0.499 0.485
0.500 0.494
0.494 0.494
0.547 0.549
0.481 0.500
0.389 0.353
0.331 0.250
0.445 0.450
0.471 0.460
0.471 0.450
0.500 0.500
0.356 0.250
0.346 0.312
0.450 0.498
0.494 0.500
0.481 0.500
0.481 0.494
0.538 0.637
0.494 0.481
0.494 0.481
0.494 0.488
0.499 0.494
0.500 0.494
0.499 0.494
0.494 0.499
0.488 0.500
0.488 0.499
0.481 0.494
0.488 0.494
0.557 0.560
0.490 0.498
0.560 0.500
0.498 0.560
0.595 0.500
0.500 0.606
0.555 0.500
0.500 0.540
0.560 0.475
0.356 0.250
0.500 0.356
0.388 0.460
0.595 0.481
0.494 0.720
0.595 0.494
0.485 0.579
0.485 0.471
0.382 0.400
0.250 0.250
0.414 0.250
0.250 0.250
0.486 0.490
0.250 0.312
0.368 0.368
0.250 0.250
0.379 0.312
0.250 0.312
0.445 0.414
0.495 0.488
0.667 0.250
0.250 0.250
0.368 0.250
0.368 0.250
0.331 0.250
0.250 0.279
0.300 0.250
0.271 0.358
0.291 0.250
0.250 0.291
0.295 0.250
0.250 0.500
0.368 -nan
0.250 -nan
0.250 -nan
0.368 -nan
0.250 -nan
0.368 -nan
0.250 -nan
0.346 0.250
0.250 -nan
0.500 0.298
0.250 0.250
0.283 0.346
0.250 0.250
0.300 0.250
0.250 0.250
0.302 0.250
0.250 0.250
0.300 0.250
0.643 0.346
0.486 0.571
0.368 0.368
0.379 0.250
0.250 0.288
0.250 0.250
0.250 0.250
0.312 0.250
0.250 0.312
0.250 0.250
0.250 0.250
0.329 0.250
0.250 0.568
0.400 -nan
0.400 0.250
0.250 -nan
-nan 0.250
0.250 -nan
0.250 0.250
-nan -nan
0.250 0.250
-nan -nan
0.500 0.400
0.250 0.250
0.250 0.250
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
0.250 -nan
0.250 0.250
0.250 0.250
0.292 0.291
0.307 0.317
0.323 0.250
0.250 -nan
0.331 -nan
0.250 -nan
0.250 -nan
0.250 -nan
0.250 -nan
0.250 -nan
0.320 -nan
0.250 0.250
0.500 0.272
0.481 0.500
0.694 0.250
0.250 0.481
0.400 0.305
0.250 0.320
0.568 0.250
0.250 0.568
0.490 0.250
0.481 0.250
0.450 0.481
0.450 0.545
0.730 0.496
0.481 0.742
0.643 0.250
0.250 0.250
0.250 -nan
-nan -nan
0.250 -nan
-nan -nan
-nan -nan
0.250 -nan
-nan -nan
0.750 0.250
0.250 0.295
0.478 0.486
0.450 0.250
0.694 0.250
0.250 0.250
0.450 -nan
0.500 -nan
0.450 0.250
0.250 -nan
0.400 -nan
0.481 -nan
0.450 0.431
0.481 0.309
0.250 0.250
0.250 -nan
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.450 0.450
0.450 -nan
0.400 0.421
0.250 0.250
0.583 0.368
0.368 0.583
0.450 0.250
-nan 0.250
0.500 -nan
-nan 0.250
0.250 -nan
-nan -nan
0.481 -nan
-nan 0.450
0.250 -nan
-nan 0.250
0.615 0.400
0.250 0.579
0.250 0.250
0.481 0.250
0.431 0.578
0.450 0.471
0.450 0.436
0.742 0.494
0.250 0.496
0.250 0.250
0.250 0.250
0.400 0.500
0.250 -nan
0.346 0.331
0.331 0.250
0.400 0.368
0.250 0.250
0.450 0.450
0.331 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.331 0.250
0.250 0.250
0.305 0.250
0.250 0.312
0.250 0.250
0.414 0.400
0.579 0.500
0.421 0.421
0.250 0.250
0.368 0.368
0.450 0.250
0.450 0.250
-nan 0.250
0.250 -nan
-nan 0.250
0.250 -nan
0.250 0.494
0.382 0.250
0.250 0.342
0.286 0.250
0.368 0.500
0.579 0.500
0.391 0.361
0.400 0.379
0.388 0.422
0.382 0.406
0.389 0.400
0.400 0.411
0.405 0.405
0.428 0.428
0.422 0.422
0.500 0.445
0.250 0.368
0.308 0.250
0.250 0.305
0.250 0.250
0.500 0.400
0.250 -nan
0.450 0.250
0.250 0.250
0.346 0.250
0.250 0.305
0.643 0.716
0.500 0.250
0.429 0.604
0.400 0.485
0.534 0.500
0.557 0.481
0.312 0.295
0.250 0.250
0.300 0.250
0.331 0.400
0.331 0.250
-nan 0.250
0.450 -nan
-nan -nan
0.250 -nan
0.250 0.250
0.494 0.250
0.250 0.382
0.250 0.250
0.250 0.250
0.400 0.250
0.250 0.400
0.312 0.250
0.490 0.250
0.331 0.388
0.250 0.300
0.338 0.250
0.300 0.368
0.346 0.500
0.331 0.397
0.500 0.460
0.450 0.320
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.563 0.353
0.500 0.547
0.533 0.545
0.528 0.443
0.450 0.500
0.400 0.250
0.368 0.450
0.499 0.428
0.418 0.250
0.382 0.465
0.382 0.408
0.374 0.408
0.356 0.368
0.356 0.368
0.362 0.310
0.361 0.400
0.494 0.579
0.450 0.250
0.645 0.250
0.490 0.320
0.331 0.450
0.331 0.250
0.346 0.431
0.414 0.431
0.414 0.431
0.414 0.422
0.407 0.400
0.414 0.400
0.450 0.481
0.476 0.407
0.481 0.450
0.450 0.450
0.431 0.450
0.414 0.465
0.414 0.431
0.407 0.422
0.407 0.400
0.442 0.400
0.414 0.464
0.414 0.407
0.450 0.407
0.485 0.496
0.460 0.414
0.450 0.481
0.431 0.468
0.414 0.431
0.414 0.431
0.422 0.414
0.500 0.490
0.497 0.471
0.481 0.481
0.527 0.414
0.485 0.547
0.490 0.481
0.527 0.500
0.450 0.535
0.473 0.481
0.465 0.473
0.571 0.465
0.490 0.567
0.496 0.486
0.499 0.496
0.540 0.450
0.490 0.526
0.500 0.499
0.593 0.496
0.485 0.400
0.471 0.471
0.499 0.494
0.557 0.481
0.368 0.250
0.368 0.305
0.475 0.498
0.547 0.500
0.498 0.694
0.560 0.498
0.547 0.488
0.549 0.571
0.500 0.494
0.499 0.494
0.561 0.492
0.450 0.300
0.475 0.500
0.481 0.494
0.583 0.494
0.481 0.494
0.494 0.481
0.494 0.488
0.563 0.494
0.382 0.250
0.475 0.490
0.560 0.498
0.500 0.672
0.494 0.494
0.528 0.494
0.571 0.494
0.488 0.595
0.494 0.481
0.494 0.481
0.494 0.377
0.540 0.549
0.471 0.471
0.579 0.485
0.485 0.595
0.494 0.500
0.500 0.498
0.494 0.500
0.500 0.498
0.500 0.498
0.402 0.295
0.388 0.295
0.450 0.471
0.579 0.471
0.471 0.595
0.557 0.498
0.498 0.379
0.742 0.450
0.450 0.450
0.463 0.300
0.475 0.494
0.688 0.481
0.500 0.490
0.544 0.490
0.500 0.312
0.368 0.312
0.544 0.694
0.481 0.490
0.711 0.645
0.481 0.496
0.481 0.346
0.571 0.490
0.632 0.500
0.500 0.632
0.498 0.490
0.544 0.500
0.368 0.312
0.368 0.312
0.450 0.500
0.527 0.490
0.438 0.379
0.368 0.250
0.549 0.579
0.561 0.490
0.614 0.615
0.490 0.490
0.598 0.544
0.450 0.490
0.557 0.490
0.557 0.500
0.571 0.331
0.497 0.492
0.570 0.498
0.645 0.497
0.571 0.700
0.368 0.331
0.693 0.450
0.368 0.862
0.568 0.485
0.490 0.561
0.731 0.500
0.250 0.331
0.250 0.250
0.382 0.250
0.312 0.250
0.250 0.250
0.250 0.250
0.320 0.250
0.250 0.250
0.250 0.250
0.312 0.250
0.522 0.604
0.500 0.490
0.615 0.615
0.570 0.431
0.312 0.353
0.250 0.250
0.531 0.250
0.250 0.475
0.368 0.250
0.250 0.250
0.400 0.500
0.250 -nan
0.382 0.356
0.305 0.450
0.581 0.477
0.305 0.604
0.295 0.250
0.250 -nan
0.250 0.250
0.250 0.250
0.278 0.250
0.250 0.279
0.250 0.250
0.250 0.250
0.368 0.250
0.368 0.667
0.557 0.481
0.353 0.454
0.356 0.250
0.250 0.346
0.331 0.250
0.295 0.346
0.312 0.250
0.250 0.500
0.450 0.250
0.368 0.250
0.250 0.250
0.481 0.320
0.496 0.731
0.583 0.450
0.450 0.250
0.694 0.494
0.486 0.579
0.667 0.533
0.450 0.250
0.250 0.500
-nan 0.250
-nan -nan
-nan -nan
0.250 -nan
-nan -nan
-nan -nan
0.250 -nan
-nan -nan
-nan -nan
0.400 0.400
0.250 0.250
0.250 0.250
0.250 0.250
0.278 0.323
0.250 0.250
0.250 0.250
0.278 0.250
0.250 0.283
0.250 0.250
0.250 0.250
0.288 0.250
0.295 0.288
0.250 0.250
0.346 0.250
0.300 0.331
0.305 0.250
0.250 0.288
0.397 0.250
0.250 -nan
0.581 0.462
0.436 0.490
0.481 0.368
0.500 0.473
0.540 0.499
0.471 0.672
0.527 0.471
0.499 0.543
0.440 0.450
0.320 0.400
0.250 0.250
0.295 0.250
0.250 0.250
0.300 0.250
0.250 0.250
0.312 0.250
0.250 0.250
0.300 0.300
0.250 0.250
0.478 0.578
0.477 0.535
0.547 0.485
0.250 0.500
0.250 0.250
0.250 0.250
0.300 0.295
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.421 0.331
0.450 0.331
0.379 0.286
0.346 0.340
0.389 0.250
0.250 0.450
0.388 0.250
0.288 0.368
0.400 0.291
0.250 0.250
0.481 0.250
0.694 0.490
0.250 0.382
0.450 0.428
0.250 0.250
0.250 -nan
-nan 0.250
-nan -nan
0.250 -nan
-nan 0.250
-nan -nan
-nan -nan
0.250 -nan
-nan 0.250
-nan -nan
0.400 0.400
0.411 0.250
0.331 0.614
0.250 0.250
0.522 0.250
0.250 0.428
0.250 0.250
0.281 0.250
0.450 0.485
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
0.250 0.250
-nan -nan
0.250 0.250
-nan -nan
0.893 0.250
0.500 0.741
0.422 0.471
0.250 0.250
0.281 0.250
0.250 0.272
0.250 0.250
0.281 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.288 0.291
0.481 0.450
0.388 0.305
0.346 0.250
0.450 0.460
0.471 0.476
0.471 0.494
0.471 0.471
0.488 0.494
0.494 0.494
0.494 0.494
0.481 0.488
0.488 0.494
0.495 0.494
0.500 0.481
0.499 0.488
0.494 0.495
0.494 0.500
0.494 0.499
0.488 0.494
0.494 0.494
0.488 0.494
0.481 0.488
0.488 0.494
0.500 0.488
0.471 0.481
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.286 0.250
0.392 0.331
0.490 0.472
0.305 0.305
0.312 0.250
0.400 0.341
0.428 0.400
0.500 0.499
0.490 0.497
0.490 0.486
0.490 0.481
0.495 0.481
0.498 0.486
0.487 0.481
0.481 0.487
0.492 0.492
0.471 0.487
0.476 0.481
0.471 0.487
0.471 0.478
0.471 0.476
0.481 0.471
0.487 0.471
0.492 0.471
0.487 0.481
0.499 0.497
0.382 0.250
0.468 0.440
0.499 0.494
0.490 0.500
0.499 0.490
0.450 0.368
0.492 0.499
0.490 0.499
0.490 0.497
0.494 0.497
0.486 0.481
0.486 0.481
0.487 0.481
0.492 0.476
0.489 0.471
0.478 0.474
0.300 0.471
0.312 0.250
0.336 0.341
0.336 0.312
0.382 0.250
0.374 0.250
0.368 0.250
0.431 0.250
0.382 0.250
0.382 0.250
0.382 0.250
0.382 0.250
0.352 0.391
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.316 0.320
0.320 0.331
0.346 0.250
0.346 0.338
0.377 0.462
0.356 0.250
0.346 0.300
0.346 0.460
0.346 0.300
0.346 0.250
0.346 0.450
0.331 0.250
0.331 0.346
0.346 0.422
0.346 0.291
0.377 0.250
0.346 0.450
0.346 0.250
0.356 0.346
0.465 0.500
0.481 0.481
0.471 0.471
0.450 0.471
0.450 0.471
0.460 0.471
0.471 0.450
0.494 0.450
0.485 0.460
0.471 0.471
0.471 0.494
0.471 0.485
0.471 0.471
0.460 0.471
0.450 0.471
0.450 0.471
0.471 0.460
0.485 0.450
0.494 0.460
0.471 0.460
0.471 0.485
0.527 0.494
0.471 0.527
0.579 0.471
0.460 0.579
0.543 0.471
0.557 0.579
0.463 0.397
0.356 0.379
0.481 0.498
0.606 0.500
0.547 0.637
0.494 0.481
0.495 0.490
0.583 0.400
0.490 0.250
0.368 0.400
0.250 0.250
0.250 0.250
0.300 0.250
0.250 0.291
0.300 0.250
0.300 0.450
0.250 0.250
0.667 0.500
0.250 0.250
0.486 0.377
0.325 0.420
-nan 0.250
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
0.250 0.250
0.500 -nan
0.658 0.817
0.291 0.450
0.250 0.250
0.500 -nan
0.250 0.250
0.250 -nan
0.250 -nan
0.500 -nan
0.250 0.250
0.250 -nan
0.250 -nan
0.727 0.400
0.543 0.454
0.490 0.344
0.312 0.450
0.250 0.250
0.250 0.250
0.250 0.250
0.346 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.291 0.305
0.250 0.250
0.346 0.250
0.250 0.338
0.305 0.250
0.250 0.312
0.250 0.250
0.250 0.250
0.368 0.450
0.250 0.250
0.250 0.250
0.331 0.250
0.250 0.250
0.250 0.250
0.331 0.250
0.250 0.331
0.400 0.250
0.250 0.400
0.368 0.250
0.250 0.400
0.583 0.320
0.450 0.250
0.500 0.400
0.250 0.250
0.331 0.250
0.421 0.250
0.250 0.331
0.250 0.250
-nan -nan
0.450 -nan
0.250 0.250
0.368 0.250
0.450 0.250
0.450 0.450
0.250 -nan
0.400 0.481
0.490 0.250
0.750 0.889
0.250 0.250
0.368 -nan
0.450 0.250
0.400 0.250
0.250 -nan
0.568 -nan
-nan 0.250
0.250 -nan
-nan -nan
0.568 0.250
0.481 0.331
0.250 -nan
-nan 0.250
0.400 -nan
0.250 0.450
-nan -nan
0.481 0.250
-nan 0.250
0.250 0.250
-nan -nan
0.533 0.346
0.500 0.721
0.481 0.450
-nan -nan
0.431 0.250
-nan 0.500
0.250 0.250
0.250 0.250
0.250 0.250
-nan 0.250
0.250 -nan
0.250 0.250
0.300 0.382
0.250 0.433
0.267 0.250
-nan 0.250
0.250 -nan
-nan -nan
0.250 -nan
-nan -nan
-nan -nan
0.250 -nan
-nan -nan
0.250 0.250
-nan -nan
0.643 0.481
0.250 0.291
0.250 0.250
0.338 0.250
0.250 0.300
0.250 0.250
0.250 0.250
0.341 0.250
0.250 0.331
0.250 0.250
0.281 0.278
0.331 0.250
0.382 0.533
0.250 0.250
0.397 0.320
0.250 0.250
0.331 0.414
0.250 0.250
0.291 0.250
0.250 0.300
0.291 0.250
0.250 0.250
0.291 0.250
0.250 0.250
0.343 0.250
0.250 0.305
0.295 0.250
0.250 0.300
0.421 0.250
0.250 0.596
0.291 0.250
0.250 0.250
0.250 0.250
0.305 0.250
0.250 0.250
0.250 0.250
0.250 -nan
0.250 0.250
0.250 0.250
0.250 0.250
0.312 0.250
0.250 0.388
0.331 0.250
0.400 0.419
0.250 0.250
0.368 0.368
0.438 0.500
0.500 0.500
0.500 -nan
0.750 0.422
0.500 0.250
0.500 0.250
0.500 0.250
0.721 -nan
0.500 0.400
0.500 0.250
0.500 -nan
0.400 0.500
-nan 0.250
0.481 0.302
0.266 0.250
-nan -nan
-nan -nan
-nan -nan
0.250 -nan
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.320 0.250
0.400 0.880
0.250 0.250
0.279 0.250
0.250 0.293
0.250 -nan
-nan 0.250
0.250 -nan
-nan 0.250
0.250 -nan
-nan 0.250
0.490 0.250
0.250 0.494
0.250 0.250
0.500 -nan
0.496 0.464
0.422 0.431
0.343 0.343
0.331 0.250
-nan 0.250
-nan -nan
0.250 -nan
-nan -nan
0.250 -nan
-nan 0.250
0.250 -nan
0.250 0.250
-nan -nan
0.645 0.645
0.471 0.422
0.481 -nan
0.450 0.250
0.250 0.450
0.250 0.250
0.250 0.250
0.400 0.250
0.250 0.356
0.250 0.250
0.250 0.250
0.450 0.250
0.583 0.397
0.250 -nan
0.568 0.250
0.250 -nan
0.450 0.250
0.250 -nan
0.698 0.250
0.250 0.250
0.500 -nan
0.368 0.368
0.667 0.250
0.250 0.261
0.250 0.250
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
0.250 0.250
0.250 0.250
0.331 0.250
0.414 0.513
0.545 0.488
0.486 0.312
0.331 0.250
0.250 -nan
0.250 0.250
0.250 0.250
0.250 0.250
0.250 0.250
0.312 0.250
0.250 0.462
0.250 0.250
0.495 0.433
0.450 0.450
-nan 0.500
0.250 -nan
-nan 0.250
0.450 -nan
0.250 0.500
-nan -nan
0.500 0.250
-nan 0.250
0.250 0.250
0.500 0.500
0.703 0.454
-nan 0.250
0.250 0.250
-nan -nan
0.486 0.250
-nan 0.471
0.250 0.250
0.250 0.250
0.368 0.250
-nan 0.250
0.419 0.481
0.320 0.250
0.250 0.250
-nan 0.250
0.250 -nan
0.320 0.250
0.250 0.250
0.250 0.250
0.500 -nan
-nan 0.500
0.250 0.250
0.643 0.500
0.667 -nan
0.450 0.250
0.250 0.250
0.368 0.250
0.331 0.250
0.331 0.331
0.250 0.250
0.356 0.368
0.250 0.250
0.450 0.320
0.583 0.250
0.543 0.579
0.481 0.481
0.481 0.481
0.438 0.312
0.250 0.368
0.250 0.250
0.295 0.346
0.250 0.250
0.331 0.291
0.250 0.250
0.312 0.250
0.250 0.250
0.250 0.250
0.331 0.331
0.494 0.250
0.496 0.490
0.471 -nan
0.615 0.379
0.465 0.486
0.422 0.438
0.597 0.400
0.422 0.595
0.494 0.400
0.400 0.494
0.612 0.465
0.450 0.500
0.400 0.368
0.481 0.465
0.545 0.615
0.465 0.481
0.494 0.436
0.583 -nan
0.346 0.250
0.250 0.250
0.346 0.250
0.368 0.250
0.422 0.250
0.250 0.400
0.382 0.250
0.331 0.400
0.450 0.250
0.643 0.617
0.614 0.500
0.721 0.711
0.250 -nan
0.450 0.250
-nan 0.250
0.250 -nan
-nan -nan
0.481 0.250
-nan 0.250
0.250 0.250
0.250 -nan
0.250 0.500
0.500 0.450
0.667 0.250
0.667 0.250
0.400 0.250
0.250 0.250
0.500 -nan
0.450 -nan
0.500 0.250
0.250 -nan
0.500 -nan
-nan 0.250
0.500 0.382
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
0.250 -nan
-nan 0.250
0.250 -nan
0.450 0.667
0.750 -nan
-nan 0.400
-nan -nan
0.250 0.250
0.250 -nan
0.250 0.500
-nan -nan
0.490 0.250
-nan 0.250
0.368 0.368
0.490 0.490
0.845 0.346
0.250 0.481
0.250 0.250
0.250 -nan
0.500 0.250
0.250 0.450
0.250 0.250
0.450 0.250
0.250 0.250
0.250 0.250
0.471 0.500
0.481 -nan
0.400 0.500
0.250 0.305
0.400 0.250
0.450 0.450
0.481 0.250
0.250 0.450
0.543 0.250
0.250 0.450
0.571 0.250
0.465 0.721
0.595 0.496
0.250 0.250
0.250 -nan
0.250 -nan
0.450 -nan
0.250 -nan
0.450 -nan
0.250 0.250
0.250 -nan
0.250 -nan
0.893 -nan
0.471 0.358
0.411 0.436
0.413 0.571
0.500 0.374
0.612 0.494
0.450 0.414
0.414 0.407
0.414 0.414
0.464 0.434
0.475 0.450
0.450 0.450
0.499 0.490
0.499 0.497
0.507 0.450
0.509 0.647
0.486 0.475
0.473 0.376
0.513 0.534
0.498 0.450
0.499 0.473
0.543 0.488
0.498 0.554
0.481 0.500
0.481 0.499
0.538 0.494
0.494 0.481
0.494 0.481
0.494 0.488
0.598 0.438
0.436 0.368
0.590 0.583
0.555 0.500
0.490 0.498
0.471 0.500
0.499 0.485
0.460 0.658
0.471 0.450
0.494 0.481
0.547 0.538
0.494 0.494
0.499 0.494
0.593 0.494
0.445 0.623
0.338 0.250
0.388 0.490
0.400 0.250
0.250 0.400
0.250 0.250
0.250 0.250
0.500 0.250
0.250 0.250
0.250 0.250
0.414 0.250
0.250 0.250
0.421 0.250
0.450 0.542
0.475 0.462
0.450 0.312
0.494 0.494
0.481 0.465
0.481 0.465
0.465 0.458
0.540 0.481
0.500 0.685
0.499 0.494
0.494 0.500
0.688 0.462
0.368 0.419
0.672 0.500
0.400 0.400
0.605 0.368
0.414 0.722
0.557 0.498
0.597 0.379
0.540 0.481
0.500 0.498
0.547 0.499
0.595 0.500
0.494 0.499
0.500 0.414
0.500 0.498
0.522 0.368
0.450 0.685
0.497 0.481
0.627 0.497
0.500 0.615
0.500 0.498
0.500 0.498
0.544 0.450
0.368 0.305
0.450 0.312
0.490 0.498
0.560 0.500
0.500 0.494
0.500 0.494
0.549 0.494
0.500 0.494
0.494 0.494
0.494 0.500
0.500 0.498
0.498 0.305
0.498 0.481
0.500 0.368
0.450 0.542
0.561 0.485
0.618 0.560
0.494 0.694
0.450 0.368
0.475 0.490
0.581 0.475
0.400 0.320
0.450 0.331
0.490 0.498
0.555 0.500
