+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +0ns +0ns +0ns +0ns +0ns +0ns
+0ns +1.33862e+06ns +0ns +0ns +0ns +0ns +0ns
+0ns +5.16804e+07ns +0ns +0ns +0ns +4.11149e+06ns +0ns
+0ns +1.07839e+08ns +0ns +0ns +1.47647e+07ns +3.28919e+07ns +0ns
+0ns +1.4254e+08ns +0ns +0ns +4.6812e+07ns +8.11541e+07ns +0ns
+0ns +1.47551e+08ns +0ns +0ns +1.03265e+08ns +1.48755e+08ns +0ns
+0ns +1.53607e+08ns +0ns +0ns +1.7426e+08ns +1.60348e+08ns +0ns
+0ns +1.54133e+08ns +0ns +0ns +1.57033e+08ns +2.21606e+08ns +0ns
+0ns +1.29368e+08ns +0ns +0ns +1.72682e+08ns +3.02194e+08ns +0ns
+0ns +8.90185e+07ns +0ns +0ns +1.46675e+08ns +3.75882e+08ns +0ns
+0ns +6.88674e+07ns +0ns +0ns +1.94738e+08ns +3.7346e+08ns +0ns
+0ns +6.88674e+07ns +0ns +0ns +2.16618e+08ns +3.39445e+08ns +0ns
+0ns +8.08194e+07ns +0ns +0ns +2.09829e+08ns +3.54783e+08ns +0ns
+0ns +6.34253e+07ns +0ns +0ns +2.51279e+08ns +3.84121e+08ns +0ns
+0ns +8.12736e+07ns +0ns +0ns +1.85933e+08ns +4.70232e+08ns +0ns
+0ns +8.74249e+07ns +0ns +0ns +1.67471e+08ns +5.27035e+08ns +0ns
+0ns +8.615e+07ns +0ns +0ns +1.8418e+08ns +5.71497e+08ns +0ns
+0ns +6.59272e+07ns +0ns +0ns +1.99073e+08ns +6.1242e+08ns +0ns
+0ns +2.56251e+07ns +0ns +0ns +2.62036e+08ns +5.7223e+08ns +0ns
+0ns +852576ns +0ns +0ns +2.34259e+08ns +5.3545e+08ns +0ns
+0ns +0ns +0ns +0ns +1.41002e+08ns +5.95241e+08ns +0ns
+0ns +0ns +0ns +0ns +1.20476e+08ns +5.38629e+08ns +0ns
+0ns +0ns +0ns +0ns +1.28404e+08ns +5.66812e+08ns +0ns
+0ns +0ns +0ns +0ns +1.37719e+08ns +5.42238e+08ns +0ns
+0ns +0ns +0ns +0ns +1.29281e+08ns +5.97536e+08ns +0ns
+0ns +0ns +0ns +0ns +1.87407e+08ns +5.71401e+08ns +0ns
+0ns +4.06368e+06ns +0ns +0ns +2.15351e+08ns +6.2858e+08ns +0ns
+0ns +3.7609e+06ns +0ns +0ns +3.31867e+08ns +6.44994e+08ns +0ns
+0ns +1.32269e+07ns +0ns +0ns +4.06464e+08ns +7.03734e+08ns +0ns
+0ns +5.68915e+07ns +0ns +0ns +3.3609e+08ns +7.75143e+08ns +0ns
+0ns +5.09315e+07ns +0ns +0ns +3.68385e+08ns +8.34951e+08ns +0ns
+0ns +7.22777e+07ns +0ns +0ns +2.70235e+08ns +9.60606e+08ns +0ns
+0ns +6.85407e+07ns +0ns +0ns +3.39676e+08ns +9.93482e+08ns +0ns
+0ns +6.55368e+07ns +0ns +0ns +3.92663e+08ns +1.03915e+09ns +0ns
+0ns +9.68271e+07ns +0ns +0ns +3.47038e+08ns +9.6706e+08ns +0ns
+0ns +1.10436e+08ns +0ns +0ns +3.69938e+08ns +9.89307e+08ns +0ns
+0ns +7.15208e+07ns +0ns +0ns +4.27906e+08ns +1.04057e+09ns +0ns
+0ns +1.03066e+08ns +0ns +0ns +3.40592e+08ns +1.11284e+09ns +0ns
+0ns +1.36253e+08ns +0ns +0ns +3.12091e+08ns +1.14843e+09ns +0ns
+0ns +1.23823e+08ns +0ns +0ns +3.27246e+08ns +1.09031e+09ns +0ns
+0ns +1.29273e+08ns +0ns +0ns +3.31086e+08ns +1.0557e+09ns +0ns
+0ns +1.20476e+08ns +0ns +0ns +4.31228e+08ns +9.96956e+08ns +0ns
+0ns +1.1203e+08ns +0ns +0ns +4.06177e+08ns +1.03217e+09ns +0ns
+0ns +1.16875e+08ns +0ns +0ns +4.29316e+08ns +1.10416e+09ns +0ns
+0ns +1.17926e+08ns +0ns +0ns +4.59977e+08ns +1.13694e+09ns +0ns
+0ns +1.24635e+08ns +0ns +0ns +3.85771e+08ns +1.21313e+09ns +0ns
+0ns +9.07555e+07ns +0ns +0ns +4.51817e+08ns +1.40543e+09ns +0ns
+0ns +1.10213e+08ns +0ns +0ns +3.87532e+08ns +1.61301e+09ns +0ns
+0ns +1.26755e+08ns +0ns +0ns +4.40742e+08ns +1.67433e+09ns +0ns
+0ns +1.12046e+08ns +0ns +0ns +4.55347e+08ns +1.61173e+09ns +0ns
+0ns +1.21687e+08ns +0ns +0ns +4.32981e+08ns +1.70224e+09ns +0ns
+0ns +1.45241e+08ns +0ns +0ns +4.20551e+08ns +1.76053e+09ns +0ns
+0ns +1.48946e+08ns +0ns +0ns +4.10001e+08ns +1.6932e+09ns +0ns
+0ns +1.49878e+08ns +0ns +0ns +4.18599e+08ns +1.59516e+09ns +0ns
+0ns +1.39838e+08ns +0ns +0ns +4.28153e+08ns +1.59913e+09ns +0ns
+0ns +1.37209e+08ns +0ns +0ns +4.60391e+08ns +1.47019e+09ns +0ns
+0ns +8.0676e+07ns +0ns +0ns +3.84424e+08ns +1.58246e+09ns +0ns
+0ns +3.6103e+07ns +0ns +0ns +4.14814e+08ns +1.55548e+09ns +0ns
