+1.08638e+10ns 0
+1.15013e+10ns 0
+2.2972e+10ns 0
+2.3223e+10ns 0
+2.86891e+10ns 0
+2.89457e+10ns 0
+4.85126e+10ns 0
+4.87653e+10ns 0
+6.40614e+10ns 0
+6.43124e+10ns 0
+7.70731e+10ns 0
+7.73234e+10ns 0
+9.37342e+10ns 0
+9.39877e+10ns 0
+1.05388e+11ns 0
+1.05639e+11ns 0
+1.07642e+11ns 0
+1.1859e+11ns 0
+1.18841e+11ns 0
+1.20842e+11ns 0
+1.21845e+11ns 0
+1.22347e+11ns 0
+1.22602e+11ns 0
+1.22853e+11ns 0
+1.2312e+11ns 0
+1.2657e+11ns 3
+1.28571e+11ns 3
+1.33374e+11ns 0
+1.33625e+11ns 0
+1.35626e+11ns 0
+1.36628e+11ns 0
+1.37128e+11ns 0
+1.3738e+11ns 0
+1.3763e+11ns 0
+1.3788e+11ns 0
+1.3813e+11ns 0
+1.38134e+11ns 0
+1.38146e+11ns 0
+1.38151e+11ns 0
+1.38154e+11ns 0
+1.38157e+11ns 0
+1.38165e+11ns 0
+1.38171e+11ns 0
+1.38177e+11ns 0
+1.38181e+11ns 0
+1.38186e+11ns 0
+1.42118e+11ns 3
+1.49358e+11ns 0
+1.49609e+11ns 0
+1.51611e+11ns 0
+1.52618e+11ns 0
+1.53118e+11ns 0
+1.57199e+11ns 3
+1.63199e+11ns 0
+1.6345e+11ns 0
+1.65453e+11ns 0
+1.83231e+11ns 0
+1.83483e+11ns 0
+1.95877e+11ns 0
+1.96129e+11ns 0
