0 0 0 0
10 10 10 10
51 51 51 50
93 93 92 92
135 135 134 134
177 176 176 176
219 218 218 218
260 260 260 259
294 302 302 297
326 344 343 336
348 381 385 366
366 418 427 405
389 452 469 420
415 493 511 441
432 526 553 483
465 552 594 518
484 588 636 555
515 619 678 593
535 657 720 632
562 696 762 666
578 736 804 701
578 770 845 739
579 798 887 777
579 830 929 819
581 871 971 861
585 913 1013 903
593 955 1055 945
596 996 1096 986
609 1038 1138 1028
641 1080 1180 1070
663 1122 1222 1112
696 1157 1264 1154
734 1176 1306 1196
762 1208 1347 1237
790 1246 1389 1279
817 1278 1431 1321
847 1308 1473 1363
877 1334 1515 1405
902 1367 1557 1447
928 1400 1598 1482
959 1423 1640 1522
985 1461 1682 1562
1012 1497 1724 1597
1037 1530 1766 1631
1060 1564 1808 1665
1092 1590 1849 1701
1116 1622 1891 1738
1144 1657 1933 1770
1174 1676 1975 1811
1202 1716 2017 1845
1238 1749 2059 1885
1268 1774 2100 1927
1300 1808 2142 1961
1333 1838 2184 2000
1365 1873 2226 2039
1397 1900 2266 2072
1426 1937 2297 2106
1456 1967 2326 2138
1483 1999 2363 2161
1493 2033 2391 2172
1519 2070 2422 2189
1554 2105 2450 2218
1592 2142 2482 2243
1629 2178 2514 2271
1663 2215 2549 2295
1700 2245 2579 2321
1740 2276 2607 2352
1779 2309 2639 2379
1814 2347 2666 2404
1854 2381 2683 2430
1892 2422 2683 2456
1933 2457 2683 2486
1974 2493 2683 2514
2015 2525 2683 2543
2055 2565 2683 2569
2093 2592 2683 2597
2133 2615 2683 2621
2172 2647 2683 2652
2214 2678 2689 2679
2254 2715 2719 2708
2290 2755 2749 2732
2327 2797 2772 2760
2369 2833 2800 2788
2409 2863 2834 2817
2448 2904 2860 2842
2484 2946 2886 2868
2519 2977 2886 2892
2560 3016 2886 2915
2595 3048 2886 2945
2634 3087 2886 2970
2671 3126 2886 2999
2709 3159 2886 3026
2745 3195 2886 3053
2779 3237 2886 3078
2821 3279 2888 3112
2862 3321 2892 3151
2904 3363 2900 3193
2946 3404 2904 3235
2988 3446 2916 3277
