-nan -nan
0.998 0.998
0.999 0.998
0.997 0.998
0.997 0.998
0.998 0.997
0.999 0.999
0.998 0.998
0.997 0.998
0.978 0.978
0.999 0.999
1.000 0.999
0.999 1.000
1.000 1.000
1.000 1.000
1.000 1.000
1.000 1.000
1.000 1.000
1.000 1.000
1.000 1.000
0.997 0.999
0.999 0.997
0.997 0.998
0.998 0.999
0.999 0.998
0.998 0.997
0.997 0.998
0.998 0.999
0.999 0.998
0.999 0.999
0.999 0.999
0.999 0.997
0.997 1.000
0.999 0.998
0.999 0.998
0.998 0.999
0.999 0.998
0.996 0.997
0.997 0.998
0.998 0.997
0.999 0.998
0.996 0.995
0.999 0.999
0.998 0.999
0.999 0.999
0.999 0.999
0.998 0.998
0.999 0.999
0.997 0.998
0.999 0.998
0.998 0.998
0.997 0.998
0.998 0.999
0.999 0.999
0.998 0.998
0.996 0.997
0.997 0.998
0.998 0.997
0.996 0.997
0.995 0.994
0.996 0.996
0.993 0.995
0.998 0.996
0.996 0.995
0.997 0.997
0.998 0.999
0.998 0.996
0.997 0.998
0.997 0.996
0.998 0.998
0.996 0.996
0.996 0.998
0.999 0.999
0.999 0.999
0.999 0.999
1.000 0.998
0.997 1.000
0.999 0.997
0.998 0.998
0.997 0.998
0.998 0.999
0.999 0.999
0.999 0.998
0.997 0.998
0.998 0.998
0.998 0.998
0.999 0.999
0.998 0.998
0.996 0.998
0.999 0.999
0.997 0.997
0.999 0.998
0.998 0.998
0.999 0.999
0.997 0.999
0.999 0.999
0.998 0.998
0.996 0.997
0.999 0.998
0.997 0.998
0.999 0.998
0.998 0.997
0.997 0.998
0.998 0.997
0.997 0.998
0.999 0.999
0.995 0.998
1.000 0.999
0.999 0.999
0.999 1.000
0.999 0.998
0.999 0.999
0.998 0.998
0.998 0.998
0.999 0.999
0.999 0.997
0.998 0.997
0.995 0.998
0.998 0.995
0.997 0.998
0.996 0.997
0.997 0.997
0.999 0.999
0.999 0.998
0.998 0.999
0.996 0.996
0.998 0.997
0.997 0.999
0.997 0.997
0.999 0.998
0.996 0.995
0.999 0.999
0.998 0.999
0.999 0.998
0.997 0.998
0.998 0.997
0.997 0.999
0.999 0.999
0.999 0.999
0.997 0.996
0.999 0.999
0.998 0.999
0.997 0.998
0.999 0.998
0.998 0.999
0.999 0.999
0.998 0.999
0.999 0.998
0.998 0.999
0.999 0.999
0.999 0.997
0.997 0.999
0.999 0.997
0.999 0.999
0.998 0.998
0.999 0.999
0.999 0.997
0.997 0.997
0.998 0.999
0.999 0.998
0.999 0.999
0.999 0.999
0.998 0.997
0.999 0.999
0.998 0.998
0.999 0.999
0.999 0.996
0.997 0.998
0.998 0.997
0.999 0.999
0.998 0.999
0.999 0.998
0.998 0.998
0.998 0.999
0.999 0.999
0.999 0.998
0.996 0.998
1.000 0.999
0.999 0.999
0.999 0.998
0.998 0.999
0.999 0.998
0.999 0.999
0.998 0.999
0.998 0.999
0.997 0.996
0.999 1.000
0.999 0.998
0.999 0.999
0.999 0.999
0.998 0.999
0.999 0.998
0.999 1.000
0.999 0.999
0.999 0.997
0.997 0.999
1.000 0.999
0.997 0.997
0.999 0.999
0.997 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.998 0.999
0.999 0.998
0.997 0.999
0.999 0.998
0.998 0.999
0.999 0.998
0.999 0.999
0.997 0.997
0.999 0.998
0.997 0.998
0.992 0.995
1.000 1.000
0.999 0.998
0.991 0.993
0.997 0.995
0.993 0.995
0.996 0.995
0.998 0.996
0.997 0.998
0.998 0.999
0.999 0.999
0.997 0.995
0.999 0.999
0.999 0.999
0.997 0.999
0.999 0.999
0.999 0.999
0.999 0.997
0.999 0.999
0.999 0.999
0.999 0.999
0.998 0.998
0.998 0.999
0.997 0.998
0.999 0.999
0.999 0.998
0.998 0.999
0.997 0.998
0.998 0.998
0.997 0.997
0.997 0.996
0.997 0.996
0.998 0.999
0.999 0.997
0.998 1.000
0.997 0.997
0.998 0.997
0.997 0.998
0.998 0.997
0.996 0.998
0.999 0.999
0.999 0.998
0.997 0.998
0.998 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.998 0.999
0.999 0.999
0.999 0.998
1.000 0.999
0.998 0.999
0.998 0.999
1.000 0.999
0.998 0.997
0.998 0.998
0.999 0.999
0.996 0.998
0.999 0.999
0.997 0.998
0.999 0.999
0.997 0.997
0.998 0.999
0.998 0.997
0.999 0.999
0.997 0.999
0.999 0.997
0.999 0.999
0.996 0.998
0.999 0.998
0.997 0.997
0.999 0.999
0.999 0.998
0.999 0.999
0.999 0.999
0.998 0.999
0.999 0.999
0.998 0.997
0.998 0.998
0.998 0.996
0.997 0.998
0.999 0.999
0.998 0.998
0.999 0.998
0.998 0.998
0.998 0.998
0.998 0.998
0.999 0.998
0.997 0.997
0.999 0.998
0.999 0.999
0.999 1.000
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.998
0.999 0.999
0.999 0.999
0.999 0.999
0.997 0.998
0.999 0.999
0.998 0.999
0.996 0.998
0.994 0.988
0.999 0.999
0.996 0.996
0.995 0.997
0.993 0.989
0.992 0.997
0.997 0.994
0.998 0.997
0.996 0.996
0.999 0.997
0.997 0.996
0.998 0.999
0.999 0.998
0.998 0.998
0.998 0.997
0.998 0.999
0.999 0.999
0.998 0.997
0.997 0.998
0.998 0.999
0.999 0.999
0.999 0.997
0.998 0.997
0.997 0.998
0.999 0.999
0.999 0.999
0.998 0.998
0.999 0.998
0.998 0.999
0.999 0.996
0.998 0.999
0.998 0.998
0.999 0.999
0.999 0.999
0.998 0.999
0.999 0.998
0.999 1.000
1.000 0.999
0.999 1.000
1.000 0.998
1.000 1.000
1.000 0.999
0.998 0.999
0.997 0.998
0.999 0.997
0.998 0.999
0.998 0.998
0.998 0.998
0.999 0.996
0.998 0.999
0.999 1.000
0.999 0.999
0.999 0.999
0.999 0.997
0.999 0.999
0.998 0.999
1.000 0.999
0.998 0.997
0.999 0.998
0.996 0.998
0.998 0.999
0.999 0.998
0.997 0.998
0.998 0.998
0.999 0.999
0.998 0.997
0.999 0.999
0.999 1.000
1.000 0.999
0.999 0.998
0.999 0.999
0.997 0.996
0.998 0.999
0.999 0.998
0.996 0.998
0.998 0.998
0.998 0.999
0.999 0.998
0.998 0.996
0.998 0.999
0.998 0.999
0.999 0.997
0.996 0.999
0.999 0.999
0.998 0.999
0.999 0.998
0.999 0.999
0.998 0.999
0.998 0.996
0.999 0.999
0.998 0.999
0.999 0.997
0.998 0.998
0.999 0.998
0.998 1.000
0.999 0.999
0.999 0.998
0.999 0.998
0.998 0.999
0.999 0.999
1.000 0.999
0.996 0.998
0.994 0.995
1.000 0.999
0.998 0.997
0.995 0.996
0.993 0.994
0.995 0.994
0.997 0.995
0.994 0.993
0.997 0.999
0.998 0.997
0.998 0.997
0.996 0.997
0.999 0.999
0.997 0.998
0.998 0.999
0.999 0.999
0.999 0.997
0.995 0.996
