+2.41381e+09ns 0
+2.4162e+09ns 0
+2.41859e+09ns 0
+2.42576e+09ns 0
+2.42815e+09ns 0
+2.46162e+09ns 0
+2.48552e+09ns 0
+2.4903e+09ns 0
+2.49269e+09ns 0
+2.49747e+09ns 0
+2.50943e+09ns 0
+2.52616e+09ns 0
+2.52855e+09ns 0
+2.57819e+09ns 3
+2.59731e+09ns 3
+2.60687e+09ns 3
+2.60927e+09ns 3
+2.61166e+09ns 3
+2.61405e+09ns 3
+2.61883e+09ns 3
+2.626e+09ns 3
+2.63612e+09ns 0
+2.6409e+09ns 0
+2.65707e+09ns 3
+2.65763e+09ns 0
+2.66424e+09ns 3
+2.66663e+09ns 3
+2.67142e+09ns 3
+2.67436e+09ns 0
+2.6762e+09ns 3
+2.67859e+09ns 3
+2.67914e+09ns 0
+2.68098e+09ns 3
+2.68153e+09ns 0
+2.68337e+09ns 3
+2.68576e+09ns 3
+2.69293e+09ns 3
+2.69771e+09ns 3
+2.70783e+09ns 0
+2.71022e+09ns 0
+2.71261e+09ns 0
+2.715e+09ns 0
+2.72217e+09ns 0
+2.72456e+09ns 0
+2.72695e+09ns 0
+2.72934e+09ns 0
+2.73357e+09ns 3
+2.73835e+09ns 3
+2.74313e+09ns 3
+2.74368e+09ns 0
+2.74607e+09ns 0
+2.74791e+09ns 3
+2.75086e+09ns 0
+2.75508e+09ns 3
+2.75747e+09ns 3
+2.75986e+09ns 3
+2.76464e+09ns 3
+2.76942e+09ns 3
+2.7742e+09ns 3
+2.77659e+09ns 3
+2.77898e+09ns 3
+2.78137e+09ns 3
+2.78376e+09ns 3
+2.78615e+09ns 3
+2.78855e+09ns 3
+2.79094e+09ns 3
+2.79333e+09ns 3
+2.79572e+09ns 3
+2.79811e+09ns 3
+2.80528e+09ns 3
+2.81006e+09ns 3
+2.81245e+09ns 3
+2.81484e+09ns 3
+2.81723e+09ns 3
+2.8244e+09ns 3
+2.82679e+09ns 3
+2.84113e+09ns 3
+2.84352e+09ns 3
+2.86026e+09ns 3
+2.86265e+09ns 3
+2.86504e+09ns 3
+2.86743e+09ns 3
+2.86982e+09ns 3
+2.87221e+09ns 3
+2.8746e+09ns 3
+2.88177e+09ns 3
+2.88655e+09ns 3
+2.89133e+09ns 3
+2.89611e+09ns 3
+2.8985e+09ns 3
+2.95348e+09ns 3
+2.97978e+09ns 3
+2.98456e+09ns 3
+2.98695e+09ns 3
+3.19816e+09ns 0
+3.20055e+09ns 0
+3.20693e+09ns 0
+8.85376e+09ns 0
+8.85615e+09ns 0
+1.14529e+10ns 0
+1.14553e+10ns 0
+1.30679e+10ns 3
+1.30727e+10ns 3
+1.30846e+10ns 3
+1.3087e+10ns 3
+1.30974e+10ns 3
+1.88329e+10ns 0
+1.88369e+10ns 0
+1.88432e+10ns 0
+1.88504e+10ns 0
+1.88528e+10ns 0
+1.88576e+10ns 0
+1.886e+10ns 0
+1.90353e+10ns 0
+1.904e+10ns 0
+1.90424e+10ns 0
+2.19723e+10ns 0
+2.19794e+10ns 0
+2.19874e+10ns 0
+2.20145e+10ns 0
+2.20241e+10ns 0
+2.20288e+10ns 0
+2.20312e+10ns 0
+2.20336e+10ns 0
+2.20384e+10ns 0
+2.20408e+10ns 0
+2.20432e+10ns 0
+2.20456e+10ns 0
+2.70041e+10ns 0
+2.70598e+10ns 0
+3.25123e+10ns 0
+3.25147e+10ns 0
+3.75416e+10ns 3
+3.77433e+10ns 0
+3.77457e+10ns 0
+3.77505e+10ns 0
+3.77577e+10ns 0
+4.49225e+10ns 0
+4.49735e+10ns 0
+4.75057e+10ns 0
+4.75105e+10ns 0
+4.75169e+10ns 0
+4.75193e+10ns 0
