1.90171 3 390 332
1.9041 3 332 332
1.90649 3 332 267
1.90888 3 267 260
1.91127 3 261 235
1.91366 3 235 224
1.91605 3 224 224
1.91844 3 224 196
1.92083 3 197 185
1.92322 3 185 169
1.92561 3 169 169
1.928 3 169 155
1.93039 3 156 146
1.93278 3 146 146
1.93517 3 146 134
1.93756 3 134 132
1.93995 3 132 127
1.94234 3 128 121
1.94473 3 121 118
1.94712 3 118 112
1.94951 3 112 112
1.95191 3 113 112
1.9543 3 112 112
1.95669 3 112 112
1.95908 3 112 112
1.96147 3 113 112
1.96386 3 112 112
1.96625 3 112 104
1.96864 3 104 104
1.97103 3 105 97
1.97342 3 97 95
1.97581 3 95 92
1.9782 3 92 92
1.98059 3 93 92
1.98298 3 92 88
1.98537 3 88 88
1.98776 3 88 88
1.99015 3 89 85
1.99254 3 85 85
1.99493 3 85 79
1.99732 3 79 78
1.99971 3 78 76
2.0021 3 77 76
2.00449 3 76 76
2.00688 3 76 76
2.00927 3 76 76
2.01167 3 77 76
2.01406 3 76 70
2.01645 3 70 70
2.01884 3 70 70
2.02123 3 71 70
2.02362 3 70 64
2.02601 3 64 64
2.0284 3 64 62
2.03079 3 62 62
2.03318 3 63 59
2.03557 3 59 59
2.03796 3 59 58
2.04035 3 58 58
2.04274 3 58 55
2.04513 3 56 54
2.04752 3 54 54
2.04991 3 54 53
2.0523 3 53 53
2.05469 3 53 53
2.05708 3 53 50
2.05947 3 51 49
2.06186 3 50 49
2.06425 3 50 49
2.06664 3 50 49
2.06903 3 50 47
2.07143 3 50 47
2.07382 3 51 46
2.07621 3 50 46
2.0786 3 50 44
2.08099 3 50 44
2.08338 3 50 43
2.08577 3 50 43
2.08816 3 50 43
2.09055 3 50 43
2.09294 3 51 43
2.09533 3 50 40
2.09772 3 50 40
2.10011 3 50 40
2.1025 3 50 39
2.10489 3 50 38
2.10728 3 50 38
2.10967 3 51 38
2.11206 3 50 38
2.11445 3 50 38
2.11684 3 50 38
2.11923 3 50 38
2.12162 3 50 36
2.12401 3 50 35
2.1264 3 50 35
2.12879 3 50 35
2.13119 3 51 34
2.13358 3 50 34
2.13597 3 50 34
2.13836 3 50 33
2.14075 3 50 33
2.14314 3 50 32
2.14553 3 50 32
2.14792 3 50 32
2.15031 3 50 32
2.15087 1 415 393
2.1527 3 51 32
2.15326 1 393 393
2.15509 3 50 31
2.15565 1 393 351
2.15748 3 50 31
2.15804 1 351 351
2.15987 3 50 31
2.16043 1 352 322
2.16226 3 50 31
2.16282 1 322 303
2.16465 3 50 31
2.16521 1 303 294
2.16704 3 50 32
2.1676 1 294 294
2.16943 3 50 33
2.16999 1 294 294
2.17182 3 50 33
2.17238 1 295 294
2.17421 3 50 33
2.17477 1 294 294
2.1766 3 51 33
2.17716 1 294 294
2.17899 3 50 32
2.17955 1 294 229
2.18138 3 50 33
2.18194 1 230 221
2.18377 3 50 33
2.18433 1 221 214
2.18616 3 50 33
2.18672 1 214 209
2.18855 3 50 32
2.18911 1 209 209
2.19095 3 50 32
2.1915 1 210 197
2.19334 3 50 32
2.19389 1 197 197
2.19573 3 50 32
2.19628 1 197 184
2.19812 3 50 32
2.19867 1 184 184
2.20051 3 51 32
2.20106 1 185 184
2.2029 3 50 32
2.20345 1 184 184
2.20529 3 50 32
2.20584 1 184 167
2.20768 3 50 32
2.20823 1 167 167
2.21007 3 50 32
2.21063 1 168 167
2.21246 3 50 32
2.21302 1 167 154
2.21485 3 50 32
2.21541 1 154 153
2.21724 3 50 31
2.2178 1 153 148
2.21963 3 50 31
2.22019 1 149 148
2.22202 3 50 31
2.22258 1 148 142
2.22441 3 51 31
2.22497 1 142 142
2.2268 3 50 31
2.22736 1 142 136
2.22919 3 50 30
2.22975 1 136 134
2.23158 3 50 30
2.23214 1 135 131
2.23397 3 50 30
2.23453 1 131 131
2.23636 3 50 29
2.23692 1 131 131
2.23875 3 50 29
2.23931 1 131 122
2.24114 3 50 29
2.2417 1 122 120
2.24353 3 50 29
2.24409 1 121 120
2.24592 3 50 29
2.24648 1 120 120
2.24831 3 50 29
2.24887 1 120 115
2.25071 3 51 29
2.25126 1 115 113
2.2531 3 50 29
2.25365 1 113 113
2.25549 3 50 29
2.25604 1 114 108
2.25788 3 50 29
2.25843 1 108 108
2.26027 3 50 29
2.26082 1 108 108
2.26266 3 50 29
2.26321 1 108 108
2.26505 3 50 29
2.2656 1 108 108
2.26744 3 50 28
2.26799 1 108 108
2.26983 3 50 28
2.27039 1 109 99
2.27222 3 50 28
2.27278 1 99 99
2.27461 3 50 28
2.27517 1 99 96
2.277 3 51 28
2.27756 1 96 95
2.27939 3 50 28
2.27995 1 95 94
2.28178 3 50 28
2.28234 1 94 93
2.28417 3 50 28
2.28473 1 93 91
2.28656 3 50 28
2.28712 1 92 91
2.28895 3 50 27
2.28951 1 91 89
2.29134 3 50 27
2.2919 1 89 87
2.29373 3 50 27
2.29429 1 87 87
2.29612 3 50 27
2.29668 1 87 85
2.29851 3 50 27
2.29907 1 85 84
2.3009 3 50 27
2.30146 1 84 84
2.30329 3 50 27
2.30385 1 85 84
2.30568 3 51 27
2.30624 1 84 81
2.30807 3 50 27
2.30863 1 81 80
2.31047 3 50 27
2.31102 1 80 79
2.31286 3 50 27
2.31341 1 79 79
2.31525 3 50 27
2.3158 1 79 77
2.31764 3 50 27
2.31819 1 77 77
2.32003 3 50 27
2.32058 1 77 77
2.32242 3 50 27
2.32297 1 78 77
2.32481 3 50 28
2.32536 1 77 74
2.3272 3 50 28
2.32775 1 74 73
2.32959 3 50 28
2.33015 1 73 72
2.33198 3 50 28
2.33254 1 72 71
2.33437 3 51 27
2.33493 1 71 71
2.33676 3 50 27
2.33732 1 71 70
2.33915 3 50 28
2.33971 1 70 70
2.34154 3 50 28
2.3421 1 70 69
2.34393 3 50 27
2.34449 1 70 69
2.34632 3 50 27
2.34688 1 69 69
2.34871 3 50 27
2.34927 1 69 66
2.3511 3 50 27
2.35166 1 66 66
2.35349 3 50 27
2.35405 1 66 65
2.35588 3 50 27
2.35644 1 65 65
2.35827 3 50 27
2.35883 1 65 64
2.36066 3 50 27
2.36122 1 64 63
2.36305 3 51 26
2.36361 1 63 63
2.36544 3 50 26
2.366 1 64 63
2.36783 3 50 27
2.36839 1 63 61
2.37023 3 50 27
2.37078 1 61 61
2.37262 3 50 27
2.37317 1 61 61
2.37501 3 50 27
2.37556 1 61 60
2.3774 3 50 26
2.37795 1 60 59
2.37979 3 50 27
2.38034 1 59 59
2.38218 3 50 28
2.38273 1 59 58
2.38457 3 50 28
2.38512 1 58 58
2.38696 3 50 28
2.38751 1 58 57
2.38935 3 50 28
2.38991 1 57 57
2.39174 3 51 28
2.3923 1 58 57
2.39413 3 50 27
2.39469 1 57 57
2.39652 3 50 28
2.39708 1 57 55
2.39891 3 50 28
