0.000 0.000 0.000 0.000 0.000
4147200.000 1152000.000 0.000 0.000 5299200.000
4838400.000 4032000.000 0.000 0.000 8870400.000
4838400.000 4838400.000 0.000 0.000 9676800.000
4838400.000 4723200.000 0.000 1152000.000 10713600.000
4492800.000 4608000.000 0.000 0.000 9100800.000
4838400.000 4838400.000 1152000.000 2304000.000 13132800.000
4838400.000 4838400.000 0.000 0.000 9676800.000
4838400.000 4723200.000 0.000 3571200.000 13132800.000
4723200.000 4838400.000 0.000 1036800.000 10598400.000
4838400.000 4838400.000 2304000.000 3225600.000 15206400.000
4838400.000 4838400.000 0.000 4838400.000 14515200.000
4838400.000 4838400.000 0.000 4032000.000 13708800.000
3801600.000 3916800.000 576000.000 4147200.000 12441600.000
4492800.000 4377600.000 3571200.000 3916800.000 16358400.000
4838400.000 4838400.000 460800.000 4838400.000 14976000.000
4838400.000 4838400.000 0.000 4838400.000 14515200.000
3571200.000 3686400.000 576000.000 4147200.000 11980800.000
3571200.000 3571200.000 3571200.000 3571200.000 14284800.000
4608000.000 4147200.000 3571200.000 1728000.000 14054400.000
4723200.000 4838400.000 1497600.000 0.000 11059200.000
4262400.000 4492800.000 0.000 0.000 8755200.000
2880000.000 3801600.000 2649600.000 0.000 9331200.000
3110400.000 3456000.000 2995200.000 0.000 9561600.000
3801600.000 2995200.000 4262400.000 0.000 11059200.000
3916800.000 2304000.000 3801600.000 0.000 10022400.000
4377600.000 3340800.000 3456000.000 0.000 11174400.000
3340800.000 4377600.000 3110400.000 0.000 10828800.000
3456000.000 4723200.000 3340800.000 0.000 11520000.000
3916800.000 4377600.000 4147200.000 0.000 12441600.000
3801600.000 3686400.000 2995200.000 0.000 10483200.000
3340800.000 2534400.000 3340800.000 0.000 9216000.000
3340800.000 4262400.000 4838400.000 0.000 12441600.000
921600.000 3801600.000 3225600.000 4953600.000 12902400.000
0.000 4838400.000 4723200.000 0.000 9561600.000
13363200.000 4838400.000 4608000.000 0.000 22809600.000
4723200.000 4838400.000 4723200.000 5414400.000 19699200.000
4838400.000 4838400.000 2649600.000 0.000 12326400.000
4723200.000 4723200.000 0.000 0.000 9446400.000
4838400.000 4838400.000 0.000 8640000.000 18316800.000
4032000.000 4838400.000 0.000 0.000 8870400.000
4838400.000 4838400.000 0.000 0.000 9676800.000
4723200.000 4838400.000 0.000 21657600.000 31219200.000
4838400.000 4838400.000 0.000 0.000 9676800.000
4492800.000 4723200.000 0.000 460800.000 9676800.000
4032000.000 4838400.000 0.000 4262400.000 13132800.000
4377600.000 4838400.000 0.000 0.000 9216000.000
4838400.000 4147200.000 0.000 1497600.000 10483200.000
4262400.000 3801600.000 0.000 5875200.000 13939200.000
4838400.000 3916800.000 0.000 0.000 8755200.000
4723200.000 4147200.000 0.000 7603200.000 16473600.000
4608000.000 4032000.000 0.000 2995200.000 11635200.000
4032000.000 4262400.000 10368000.000 3571200.000 22233600.000
4838400.000 4838400.000 33984000.000 921600.000 44582400.000
4838400.000 3110400.000 4147200.000 2534400.000 14630400.000
4838400.000 4147200.000 1958400.000 4838400.000 15782400.000
4723200.000 4492800.000 0.000 4377600.000 13593600.000
4838400.000 3571200.000 0.000 2073600.000 10483200.000
3916800.000 4608000.000 17971200.000 4147200.000 30643200.000
4838400.000 4723200.000 8870400.000 4608000.000 23040000.000
4723200.000 4838400.000 0.000 3225600.000 12787200.000
4838400.000 4838400.000 0.000 4147200.000 13824000.000
4838400.000 4838400.000 7142400.000 3456000.000 20275200.000
4032000.000 4032000.000 3456000.000 3340800.000 14860800.000
4838400.000 4262400.000 3225600.000 4032000.000 16358400.000
4838400.000 4838400.000 0.000 4608000.000 14284800.000
4723200.000 4723200.000 0.000 3456000.000 12902400.000
4147200.000 4032000.000 2764800.000 3456000.000 14400000.000
3456000.000 3456000.000 3686400.000 3916800.000 14515200.000
3110400.000 4377600.000 3225600.000 4032000.000 14745600.000
3686400.000 3686400.000 3571200.000 3916800.000 14860800.000
0.000 3916800.000 2534400.000 3456000.000 9907200.000
0.000 4147200.000 2880000.000 3916800.000 10944000.000
4147200.000 4147200.000 2764800.000 4262400.000 15321600.000
10713600.000 3225600.000 3225600.000 3916800.000 21081600.000
2649600.000 4377600.000 3110400.000 4032000.000 14169600.000
4032000.000 3340800.000 3225600.000 3571200.000 14169600.000
3801600.000 2534400.000 4147200.000 3916800.000 14400000.000
4608000.000 3110400.000 4377600.000 2764800.000 14860800.000
4377600.000 2304000.000 3456000.000 3801600.000 13939200.000
3456000.000 4032000.000 3456000.000 4262400.000 15206400.000
2649600.000 3801600.000 3456000.000 4032000.000 13939200.000
4492800.000 4262400.000 3571200.000 3456000.000 15782400.000
3571200.000 3571200.000 2649600.000 3571200.000 13363200.000
3916800.000 3571200.000 3456000.000 3801600.000 14745600.000
4377600.000 3225600.000 3686400.000 3686400.000 14976000.000
3571200.000 4147200.000 3110400.000 3456000.000 14284800.000
3456000.000 3225600.000 3456000.000 3686400.000 13824000.000
2764800.000 3571200.000 4377600.000 3456000.000 14169600.000
3340800.000 3340800.000 3456000.000 4262400.000 14400000.000
1958400.000 3571200.000 4492800.000 3571200.000 13593600.000
0.000 3456000.000 2995200.000 4377600.000 10828800.000
0.000 3571200.000 3456000.000 3571200.000 10598400.000
11635200.000 3110400.000 3571200.000 4492800.000 22809600.000
3686400.000 4147200.000 4147200.000 2880000.000 14860800.000
3916800.000 3686400.000 3801600.000 3916800.000 15321600.000
4377600.000 3801600.000 3456000.000 2880000.000 14515200.000
4492800.000 3340800.000 3110400.000 2880000.000 13824000.000
3456000.000 3801600.000 3340800.000 3801600.000 14400000.000
3340800.000 3686400.000 2995200.000 4723200.000 14745600.000
