0.000 0.000 0.000 0.000 0.000
3466080.000 3346560.000 3346560.000 3346560.000 13505760.000
3346560.000 3944160.000 3824640.000 3824640.000 14940000.000
3585600.000 3824640.000 3824640.000 3824640.000 15059520.000
3107520.000 3824640.000 3944160.000 4063680.000 14940000.000
3944160.000 3824640.000 3705120.000 3585600.000 15059520.000
3705120.000 3705120.000 3824640.000 3705120.000 14940000.000
3705120.000 3824640.000 3705120.000 3824640.000 15059520.000
3705120.000 3705120.000 3705120.000 3824640.000 14940000.000
3824640.000 3705120.000 3824640.000 3705120.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3585600.000 3824640.000 3824640.000 3824640.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3824640.000 3824640.000 3705120.000 3705120.000 15059520.000
3705120.000 3705120.000 3824640.000 3705120.000 14940000.000
3705120.000 3705120.000 3705120.000 3944160.000 15059520.000
3824640.000 3824640.000 3705120.000 3585600.000 14940000.000
3824640.000 3705120.000 3824640.000 3705120.000 15059520.000
3585600.000 3824640.000 3705120.000 3824640.000 14940000.000
3824640.000 3705120.000 3705120.000 3824640.000 15059520.000
3705120.000 3705120.000 3824640.000 3705120.000 14940000.000
3824640.000 3824640.000 3705120.000 3705120.000 15059520.000
3585600.000 3705120.000 3824640.000 3824640.000 14940000.000
3824640.000 3824640.000 3705120.000 3705120.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3705120.000 3705120.000 3824640.000 3824640.000 15059520.000
3705120.000 3705120.000 3705120.000 3824640.000 14940000.000
3824640.000 3824640.000 3824640.000 3585600.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3585600.000 3824640.000 3824640.000 3824640.000 15059520.000
3824640.000 3705120.000 3585600.000 3824640.000 14940000.000
3824640.000 3705120.000 3824640.000 3705120.000 15059520.000
3705120.000 3824640.000 3705120.000 3705120.000 14940000.000
3705120.000 3705120.000 3824640.000 3824640.000 15059520.000
3705120.000 3824640.000 3705120.000 3705120.000 14940000.000
3824640.000 3705120.000 3824640.000 3705120.000 15059520.000
3705120.000 3705120.000 3705120.000 3824640.000 14940000.000
3705120.000 3824640.000 3705120.000 3824640.000 15059520.000
3824640.000 3705120.000 3824640.000 3585600.000 14940000.000
3824640.000 3705120.000 3705120.000 3824640.000 15059520.000
3585600.000 3824640.000 3824640.000 3705120.000 14940000.000
3824640.000 3705120.000 3705120.000 3824640.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3705120.000 3824640.000 3824640.000 3705120.000 15059520.000
3705120.000 3705120.000 3705120.000 3824640.000 14940000.000
3824640.000 3824640.000 3705120.000 3705120.000 15059520.000
3705120.000 3705120.000 3824640.000 3705120.000 14940000.000
3705120.000 3824640.000 3705120.000 3824640.000 15059520.000
3705120.000 3705120.000 3705120.000 3824640.000 14940000.000
3824640.000 3705120.000 3824640.000 3705120.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3585600.000 3824640.000 3824640.000 3824640.000 15059520.000
3824640.000 3705120.000 3705120.000 3705120.000 14940000.000
3824640.000 3824640.000 3705120.000 3705120.000 15059520.000
3705120.000 3705120.000 3824640.000 3705120.000 14940000.000
3705120.000 3705120.000 3705120.000 3944160.000 15059520.000
3824640.000 3824640.000 3705120.000 3585600.000 14940000.000
3824640.000 3705120.000 3824640.000 3705120.000 15059520.000
3585600.000 3824640.000 3705120.000 3824640.000 14940000.000
3824640.000 3705120.000 3705120.000 3824640.000 15059520.000
